Generation,BestFitness
0,8.615932412679093
1,1.2217134032812211
2,1.2217134032812211
3,1.0839265565924272
4,1.0839265565924272
5,1.0839265565924272
6,0.995481678717983
7,0.995481678717983
8,0.995481678717983
9,0.995481678717983
10,0.9949950792727797
11,0.9949950792727797
12,0.9949950792727797
13,0.9949950792727797
14,0.9949950792727797
15,0.9949950792727797
16,0.9949950792727797
17,0.9949950792727797
18,0.9949950792727797
19,0.9949950792727797
20,0.9949950792727797
21,0.9949950792727797
22,0.9949950792727797
23,0.9949950792727797
24,0.9949950792727797
25,0.9949950792727797
26,0.9949950792727797
27,0.9949950792727797
28,0.9949950792727797
29,0.9949950792727797
30,0.9949950792727797
31,0.9949950792727797
32,0.9949950792727797
33,0.9949950792727797
34,0.9949950792727797
35,0.9949950792727797
36,0.9949950792727797
37,0.9949950792727797
38,0.9949950792727797
39,0.9949950792727797
40,0.9949950792727797
41,0.9949950792727797
42,0.9949950792727797
43,0.9949950792727797
44,0.9949950792727797
45,0.9949950792727797
46,0.9949950792727797
47,0.9949950792727797
48,0.9949920743393541
49,0.9949920743393541
50,0.9949920743393541
51,0.9949920743393541
52,0.9949920743393541
53,0.9949920743393541
54,0.9949920743393541
55,0.9949920743393541
56,0.9949920743393541
57,0.9949920743393541
58,0.9949920743393541
59,0.9949920743393541
60,0.9949920743393541
61,0.9949920743393541
62,0.9949920743393541
63,0.9949920743393541
64,0.9949920743393541
65,0.9949920743393541
66,0.9949920743393541
67,0.9949920743393541
68,0.9949920743393541
69,0.9949920743393541
70,0.9949920743393541
71,0.9949920743393541
72,0.9949920743393541
73,0.9949920743393541
74,0.9949920743393541
75,0.9949920743393541
76,0.9949920743393541
77,0.9949920743393541
78,0.9949920743393541
79,0.9949920743393541
80,0.9949920743393541
81,0.9949760672122814
82,0.9949760672122814
83,0.9949760672122814
84,0.9949760672122814
85,0.9949760672122814
86,0.9949760672122814
87,0.9949760672122814
88,0.9949760672122814
89,0.9949760672122814
90,0.9949760672122814
91,0.9949760672122814
92,0.9949760672122814
93,0.9949760672122814
94,0.9949760672122814
95,0.9949760672122814
96,0.9949760672122814
97,0.9949757718794565
98,0.9949757718794565
99,0.9949757718794565
